Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,,,,,,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search Parameters: year=2011-2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACILITY,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY,COUNTY,STATE,ZIP CODE,PARENT COMPANIES,SUBPARTS,"TOTAL REPORTED EMISSIONS, 2011","TOTAL REPORTED EMISSIONS, 2012","TOTAL REPORTED EMISSIONS, 2013","TOTAL REPORTED EMISSIONS, 2014","TOTAL REPORTED EMISSIONS, 2015","TOTAL REPORTED EMISSIONS, 2016","TOTAL REPORTED EMISSIONS, 2017","TOTAL REPORTED EMISSIONS, 2018","TOTAL REPORTED EMISSIONS, 2019","TOTAL REPORTED EMISSIONS, 2020","TOTAL REPORTED EMISSIONS, 2021","TOTAL REPORTED EMISSIONS, 2022","TOTAL REPORTED EMISSIONS, 2023",CHANGE IN EMISSIONS (2022 TO 2023),CHANGE IN EMISSIONS (2011 TO 2023),SECTORS,
515 Powder River Basin RKI Exploration & Production,1011262,"3817 NW Expressway, STE 950",35.513564,-97.578898,Oklahoma City,OKLAHOMA COUNTY,OK,73112,RKI (100%);,,0,0,"129,389","40,444",0,0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
535 Green River Basin - BP America Production Company,1008622,501 Westlake Park Blvd.,29.78037,-95.6295,Houston,,TX,77079,BP AMERICA INC (100%),,"746,532","716,661","804,377","830,568","929,805","937,830","527,676","431,335","357,229","378,233",0,0,0,0,0,Petroleum and Natural Gas Systems,
535 Green River Basin DEC,1008621,333 West Sheridan Ave,35.46734,-97.51406,Oklahoma City,Oklahoma,OK,73102,Devon Energy Corporation (100%);,,"243,837","171,545","158,874",0,0,0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
535 Green River Basin QEP Energy Company,1008295,"1050 17th Street, Suite 500",39.74846,-104.99402,Denver,DENVER COUNTY,CO,80265,QEP RESOURCES INC (100%),,"211,218","232,967","229,904","221,093","446,839","438,421","14,575",783,711,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
575 Uinta Basin QEP Energy Company,1009282,"1050 17th Street, Suite 500",39.7480769,-104.994564,Denver,,CO,80265,QEP RESOURCES INC (100%),,"561,364","479,851","418,397","412,646","478,469","371,113","413,815","3,298",0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
580 - San Juan Basin Gathering/Boosting,1012154,1199 MAIN AVE SUITE 101,37.33290351,-107.8777404,DURANGO,,CO,81301,BP AMERICA INC (100%),W,0,0,0,0,0,"302,681","296,458","289,504","295,182","295,654","306,405","280,133","252,801","27,332",0,Petroleum and Natural Gas Systems,
580 San Juan Basin - BP America Production Company,1009076,1199 MAIN AVE SUITE 101,29.78037,-95.6295,Houston,,TX,81301,BP AMERICA INC (100%),W,"1,038,792","1,014,238","1,341,705",0,0,0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
580 San Juan Basin - Simcoe LLC,1009076,1199 MAIN AVE SUITE 101,29.78037,-95.6295,DURANGO,,CO,81301,BP AMERICA INC (100%),W,0,0,0,"1,324,081","1,418,585","1,633,542","1,335,106","1,204,717","1,126,149","1,076,367","1,127,421","972,213","969,987","2,227",0,Petroleum and Natural Gas Systems,
580 San Juan Basin DEC,1008974,333 West Sheridan Ave,35.46735,-97.5145,Oklahoma City,Oklahoma,OK,73102,DEVON ENERGY CORP (100%),,"203,365","95,748","121,908","109,559","137,774",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
58TH ST LF (MAIN COUNTY LF),1004680,8831 NW 58TH ST,25.83301,-80.3465,MIAMI,MIAMI-DADE COUNTY,FL,33178,COUNTY OF MIAMI-DADE FLORIDA (100%),HH,"106,688","100,777","95,193","89,919","84,937","80,231","75,786","71,587","67,620","63,874","60,335","56,992","53,834","3,158","52,854",Waste,
59th Street,1000766,850 12TH AVE,40.7711,-73.9911,NEW YORK,New York,NY,10019,CONSOLIDATED EDISON INC (100%),C,"265,416","199,035","206,935","262,719","238,778","232,874","218,875","260,406","224,910","149,969","180,186","201,079","174,671","26,408","90,744",Power Plants,
69TH ST WWTP,1007733,2525 SSGT MACARIO GARCIA DR,29.75579,-95.29791,HOUSTON,HARRIS COUNTY,TX,77020,CITY OF HOUSTON TEXAS (100%),C,"25,928","26,823","26,930","27,184","26,396","22,363","22,708","21,834","24,202","21,731",0,0,"25,104",0,824,Other,
745 San Joaquin Basin Chevron USA Inc.,1008499,6001 Bollinger Canyon Rd.,37.795963,-122.022317,San Ramon,,CA,94583,,,"87,679","24,889","27,096","33,624","28,319","19,815","21,157","18,832","13,571","12,725",0,0,0,0,0,Petroleum and Natural Gas Systems,
74th Street,1000767,506 E 75TH ST,40.768,-73.9515,NEW YORK,New York,NY,10021,CONSOLIDATED EDISON INC (100%),C,"297,072","148,328","226,197","272,983","255,021","205,696","194,944","270,795","254,385","174,903","195,068","253,920","251,176","2,745","45,896",Power Plants,
A B Brown Generating Station,1001033,8511 WELBORN ROAD,37.9053,-87.715,MOUNT VERNON,Posey,IN,47620,CENTERPOINT ENERGY INC (100%),D,"2,270,618","2,538,212","2,556,868","3,143,356","2,663,666","2,315,093","2,172,917","2,741,627","2,789,541","2,386,473","3,077,206","3,293,747","1,982,201","1,311,546","288,417",Power Plants,
"A.C.M.S., Inc.",1012058,835 CR 529,28.743151,-82.091653,Lake Panasoffkee,SUMTER COUNTY,FL,33538,WASTE CONNECTIONS US INC (100%),HH,0,0,0,0,"15,627","29,670","47,097","95,999","139,493","210,710","255,049","313,746","67,748","245,998",0,Waste,
A.J. Mihm Generating Station,1013527,816017 Sarya Road,46.793722,-88.616566,Pelkie,,MI,49958,WEC Energy Group Inc (100%),C,0,0,0,0,0,0,0,0,"99,393","123,398","119,056","112,264","106,545","5,718",0,Power Plants,
AAP ST MARYS CORP,1005445,1100 MCKINLEY RD.,40.55358,-84.37325,SAINT MARYS,AUGLAIZE COUNTY,OH,45885,KOSEI AMERICA HOLDINGS INC (100%),C,"24,649","30,529",0,0,0,0,0,0,0,0,0,0,0,0,0,Other,
ABB Inc.,1006009,100 Distribution Circle,40.17811,-79.57707,Mt. Pleasant,WESTMORELAND COUNTY,PA,15666,ABB LTD (100%),SS,"27,107",114,"70,789","21,637",0,0,0,0,0,0,0,0,0,0,0,Other,
ABBOTT NUTRITION,1002853,901 NORTH CENTERVILLE ROAD,41.8095,-85.426,STURGIS,ST. JOSEPH COUNTY,MI,49091,ABBOTT LABORATORIES (100%),,"25,493","20,498","21,427","24,997","23,398","23,487",0,0,0,0,0,0,0,0,0,Other,
ABBOTT PARK FACILITY,1002983,100 ABBOTT PARK RD,42.30227,-87.89065,ABBOTT PARK,LAKE COUNTY,IL,60064,ABBOTT LABORATORIES (100%),C,"75,805","58,631","68,721","64,178","56,777","55,833","55,489","54,787","54,130","55,009","56,478","57,247","53,456","3,791","22,350","Chemicals, Other",
ABBVIE LTD.,1007514,RD 2 KM 58.0,18.433237,-66.570509,BARCELONETA,BARCELONETA MUNICIPIO,PR,617,ABBVIE INC (100%),C,"116,626","110,110","106,358","98,334","95,561","85,475","82,095","86,046","86,980","64,383","61,958","63,110","61,699","1,410","54,927",Chemicals,
ABC COKE,1004511,ONE RAILROAD AVENUE,33.580769,-86.781281,TARRANT,JEFFERSON COUNTY,AL,35217,DRUMMOND CO INC (100%),"C,Q","223,890","214,859","199,654","201,541","171,606","161,315","166,390","176,844","177,087","171,414","175,860","181,168","159,779","21,389","64,112",Metals,
"ABE South Dakota, LLC - Aberdeen",1002047,PO Box 933,45.459806,-98.532833,Aberdeen,BROWN COUNTY,SD,57201,GLACIAL LAKES CORN PROCESSORS (100%),C,"82,848","7,295",0,0,0,0,0,0,0,0,0,0,0,0,0,"Other, Waste",
"ABE South Dakota, LLC - Huron",1002074,694 W PARK AVE NW,44.374508,-98.253288,HURON,BEADLE COUNTY,SD,57350,GLACIAL LAKES CORN PROCESSORS (100%),C,"47,644","4,084",0,0,0,0,0,0,0,0,0,0,0,0,0,"Other, Waste",
ABENGOA BIOENERGY CORPORATION COLWICH ETHANOL PLANT,1005278,523 E UNION AVE,37.78682,-97.53099,COLWICH,SEDGWICK COUNTY,KS,67030,ABENGOA BIOENERGY (100%),,12,0,0,"7,461","7,714",0,0,0,0,0,0,0,0,0,0,Other,
ABERDEEN ENERGY LLC,1005353,13435 370TH AVENUE,45.442417,-98.787139,MINA,EDMUNDS COUNTY,SD,57451,GLACIAL LAKES CORN PROCESSORS (100%),C,"162,005","172,175","182,302","174,748","180,569","189,765","189,765","194,355","193,370","196,953","190,888","192,049","197,928","5,880","35,923","Other, Waste",
ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,1006971,4304 Susquehanna Ave,39.481881,-76.137166,APG,HARFORD COUNTY,MD,21005,US GOVERNMENT (%),C,"51,105","40,467","33,282","54,155","69,919","80,484","83,576","106,920","108,123","95,766","98,481","100,250","4,784","95,466","46,321",Other,
ABRAHAM COMPRESSOR STATION,1003091,9835 US HWY 60,35.757778,-100.486433,CANADIAN,HEMPHILL,TX,79014,ENBRIDGE ENERGY MANAGEMENT  (100%),,"24,388","23,083","30,973","27,229","21,768",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
ABSOLUTE ENERGY LLC,1002627,1372 STATELINE ROAD,43.49951,-92.91709,ST ANSGAR (MONA),MITCHELL COUNTY,IA,50472,ABSOLUTE ENERGY LLC (100%),C,"167,014","172,951","180,438","179,162","178,561","174,562","177,140","170,172","140,703","142,519","147,592","151,052","151,261",209,"15,753","Other, Waste",
AC 857 A,1002685,,26.29555555,-94.89777777,Offshore,,TX,0,SHELL PETROLEUM INC (100%),"C,W","134,679","175,745","180,860","229,359","275,627","265,378","209,377","214,869","214,993","195,341","235,653","205,454","180,279","25,175","45,601",Petroleum and Natural Gas Systems,
ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,1006529,611 PETAL RD,30.256038,-92.532637,EGAN,ACADIA PARISH,LA,70531,ACADIA PARISH POLICE JURY (100%),HH,"47,808","49,691","50,323","51,001","51,687","52,503","52,774","53,050","53,725","45,083","45,792","46,563","46,996",434,811,Waste,
ACE Cogeneration Company,1004830,12801 Mariposa Street,35.7655,-117.3821,Trona,SAN BERNARDINO,CA,93562,ACE Cogeneration Company (100%);,,"721,407","581,743","327,423","368,560",0,0,0,0,0,0,0,0,0,0,0,Power Plants,
ACE ETHANOL LLC,1004761,815 WEST MAPLE STREET,44.9589,-90.9608,STANLEY,CHIPPEWA COUNTY,WI,54768,ACE ETHANOL LLC (100%),"C,PP","70,091","71,601","72,119","75,143","73,115","74,012","73,406","73,526","75,592","69,301","75,319","75,972","80,642","4,670","10,551",Other,
ACME BRICK CO ELGIN PLANT,1005601,1776 OLD MCDADE RD,30.32903,-97.29207,ELGIN,BASTROP COUNTY,TX,78621,BERKSHIRE HATHAWAY INC (100%),C,"22,273","24,725","31,235","29,376","58,616","55,858","26,482","27,773","26,166","26,692","24,462","24,462","27,873","3,412","5,600",Minerals,
ACME GYPSUM FACILITY,1005046,4164 HIGHWAY 285,34.323944,-99.818194,QUANAH,HARDEMAN COUNTY,TX,79252,KOCH INDUSTRIES INC (100%),C,"29,403","28,781","28,972","34,730","35,617","39,418","37,791","38,344","39,611","39,773","37,012","37,964","4,747","33,217","24,656",Minerals,
ADA COGENERATION,1002731,7575 FULTON STREET EAST,42.929287,-85.431127,ADA,KENT COUNTY,MI,49355,ADA COGENERATION LP (100%),C,"108,163","89,413","100,435","109,183","94,984","93,657","95,252","100,989","81,393","85,832","104,600","126,690","99,086","27,604","9,077",Power Plants,
"ADA Carbon Solutions (Red River), LLC",1003752,201 Red River Mine Road,32.005405,-93.387829,Coushatta,RED RIVER PARISH,LA,71019,ADA CARBON SOLUTIONS LLC (100%),C,"62,534","126,980","97,534","143,455","188,763","220,377","183,758","197,307","172,185","194,427","273,325","321,030","292,348","28,682","229,814",Chemicals,
ADKINS ENERGY LLC,1003422,4350 WEST GALENA ROAD,42.3586,-89.80342,LENA,STEPHENSON COUNTY,IL,61048,ADKINS ENERGY LLC (100%),C,"73,369","65,913","67,655","74,812","76,422","80,071","85,443","84,644","91,352","86,205","90,388","93,889","89,423","4,466","16,055","Other, Waste",
ADM - MANKATO,1002154,2019 3RD AVENUE,44.186805,-93.995493,MANKATO,BLUE EARTH COUNTY,MN,56001,ARCHER DANIELS MIDLAND CO (100%),C,"129,095","96,362","137,338","138,201","143,286","138,908","129,893","129,575","90,585","139,900","128,884","106,717","80,347","26,371","48,748",Other,
ADM CORN PROCESSING,1006047,1350 WACONIA AVENUE SOUTHWEST,41.9192,-91.6862,CEDAR RAPIDS,LINN COUNTY,IA,52404,ARCHER DANIELS MIDLAND CO (100%),"C,II","3,018,343","3,233,301","2,916,364","3,022,791","3,048,420","2,952,188","3,053,654","3,008,751","3,071,299","2,338,390","2,754,253","2,839,788","2,746,519","93,269","271,824","Other, Waste",
ADM CORN PROCESSING,1006208,1251 BEAVER CHANNEL PARKWAY,41.8196,-90.2122,CLINTON,CLINTON COUNTY,IA,52732,ARCHER DANIELS MIDLAND CO (100%),"C,TT","2,061,252","2,010,290","2,188,315","2,272,581","2,151,830","2,024,063","1,939,935","2,089,939","2,088,384","2,110,775","2,114,571","2,160,740","1,945,777","214,963","115,475","Other, Waste",
ADM CORN PROCESSING,1001867,12868 COUNTY ROAD 9,48.910797,-97.888743,WALHALLA,PEMBINA,ND,58282,ARCHER DANIELS MIDLAND CO (100%);,,"88,429","15,585",0,0,0,0,0,0,0,0,0,0,0,0,0,Other,
ADM Deerfield,1010610,17700 South Highway T,37.80725,-94.585301,Deerfield,VERNON COUNTY,MO,64741,ARCHER DANIELS MIDLAND CO (100%),C,0,"27,302","30,982","30,873","34,167","33,676","32,865","34,751","40,697","41,565","41,564","42,747","40,707","2,039",0,Other,
ADM Fostoria,1011855,608 FINDLAY ROAD,41.1494,-83.43295,Fostoria,HANCOCK COUNTY,OH,44830,ARCHER DANIELS MIDLAND CO (100%),C,0,0,0,0,"26,754","26,226","26,812","28,361","29,149","27,777","27,869","27,103","29,827","2,725",0,Other,
ADM MILLING COMPANY,1000034,1935 EAST EUCLID AVENUE,41.626329,-93.583205,DES MOINES,POLK COUNTY,IA,50313,ARCHER DANIELS MIDLAND CO (100%),C,"147,020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,
ADM QUINCY,1000376,2100 GARDNER EXPRESSWAY,39.903884,-91.410552,QUINCY,ADAMS COUNTY,IL,62305,ARCHER DANIELS MIDLAND CO (100%),C,"166,895","164,391","147,569","152,630","195,048","131,130","117,650","102,195","109,507","104,084","95,858","96,736","112,816","16,081","54,079",Other,
ADM SOUTHERN CELLULOSE PROD.IN,1006080,103 W 45TH ST,34.997921,-85.318581,CHATTANOOGA,HAMILTON COUNTY,TN,37410,ARCHER DANIELS MIDLAND CO (100%),C,"27,081","25,097","23,341","24,508","24,860","28,639","30,340","31,847","26,210","26,864","30,244","21,700","18,140","3,561","8,942",Pulp and Paper,
ADM SOYBEAN PROCESSING - DES MOINES,1000034,1935 EAST EUCLID AVENUE,41.626329,-93.583205,DES MOINES,POLK COUNTY,IA,50313,ARCHER DANIELS MIDLAND CO (100%),C,0,"142,431","133,351","141,703","144,115","150,870","145,234","155,623","149,818","153,767","147,313","151,812","108,458","43,353",0,Other,
ADM Southport,1014236,1730 E Moore Street SE,33.94516,-78.00117,Southport,BRUNSWICK COUNTY,NC,28461,ARCHER DANIELS MIDLAND CO (100%),C,0,0,0,0,0,0,0,0,0,0,"65,370","89,098","82,308","6,790",0,Chemicals,
ADM Valdosta,1011961,1841 Clay Road,30.8325,-83.248056,Valdosta,LOWNDES COUNTY,GA,31601,ARCHER DANIELS MIDLAND CO (100%),C,0,0,0,0,"29,482","39,870","41,254","38,005","47,155","52,421","61,374","63,148","62,577",571,0,Other,
ADRIAN LANDFILL,1001991,1970 N OGDEN HWY,41.885177,-84.059029,ADRIAN,LENAWEE COUNTY,MI,49221,REPUBLIC SERVICES INC (100%),HH,"34,759","18,518","16,353","16,305","14,142","9,105","8,235","7,500","6,905","6,576","8,228","6,472","5,171","1,301","29,588",Waste,
ADS-CEDAR HILL LANDFILL,1001633,1319 NO BUSINESS CREEK ROAD,33.6845,-86.2525,RAGLAND,ST. CLAIR COUNTY,AL,35131,WASTE MANAGEMENT INC (100%),HH,"106,789","92,918","87,961","124,824","97,231","85,031","79,729","94,486","137,466","141,324","19,703","24,218","21,817","2,402","84,972",Waste,
ADS-PECAN ROW-EVERGREEN LANDFILLS,1001636,2995 WETHERINGTON LANE,30.81425,-83.35981,VALDOSTA,LOWNDES COUNTY,GA,31601,WASTE MANAGEMENT INC (100%),HH,"106,263","292,924","311,950","164,077","137,389","206,819","218,748","309,782","320,648","36,718","26,481","29,267","46,721","17,454","59,542",Waste,
ADS-STAR RIDGE LANDFILL,1006790,3301 ACMAR ROAD,33.607092,-86.507602,MOODY,ST. CLAIR COUNTY,AL,35004,WASTE MANAGEMENT INC (100%),HH,"95,842","60,150","75,750","122,874","90,618","91,962","117,889","143,101","145,819","151,287","36,608","30,115","18,145","11,970","77,697",Waste,
ADS/MCLEAN COUNTY LANDFILL,1002094,2105 W OAKLAND AVE,40.465534,-89.03273,BLOOMINGTON,MCLEAN COUNTY,IL,61704,REPUBLIC SERVICES INC (100%),HH,"12,461","38,172","32,731","18,855","24,336","23,066","26,421","8,221","7,440","4,267","3,493","3,526","3,070",456,"9,392",Waste,
ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,1001845,2510 ENGEL ROAD,44.4093,-89.854855,WISCONSIN RAPIDS,WOOD COUNTY,WI,54495,WASTE MANAGEMENT INC (100%),"C,HH","27,099","44,419","36,060","30,677","35,229","28,205","22,309","22,296","36,866","20,077","24,192","21,203","22,229","1,027","4,870",Waste,
ADVANCED DISPOSAL EMERALD PARK LANDFILL LLC,1007212,W124 S10629 SOUTH 124TH STREET,42.850637,-88.068148,MUSKEGO,MILWAUKEE COUNTY,WI,53132,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),"C,HH","44,608","69,105","55,891",0,0,0,0,0,0,0,0,0,0,0,0,Waste,
ADVANCED DISPOSAL GLACIER RIDGE LANDFILL LLC,1007195,N7296 HWY V,43.459531,-88.554139,HORICON,DODGE COUNTY,WI,53032,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),"C,HH","55,089","48,802","50,264",0,0,0,0,0,0,0,0,0,0,0,0,Waste,
"ADVANCED DISPOSAL HICKORY MEADOWS LANDFILL, LLC",1001847,W3105 SCHNEIDER RD,44.107451,-88.194894,HILBERT,CALUMET COUNTY,WI,54129,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),"C,HH","47,256","53,891","78,798",0,0,0,0,0,0,0,0,0,0,0,0,Waste,
"ADVANCED DISPOSAL MALLARD RIDGE LANDFILL, INC",1002038,W8470 STATE RD 11,42.643578,-88.717968,DELEVAN,WALWORTH COUNTY,WI,53115,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),"C,HH","87,898","66,796","82,269",0,0,0,0,0,0,0,0,0,0,0,0,Waste,
"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",1003038,31226 INTREPID ROAD,39.73376,-92.53825,MACON,MACON COUNTY,MO,63552,WASTE MANAGEMENT INC (100%),"C,HH","26,829","21,668","17,676","24,571","27,559","29,119","29,460","33,139","15,455","21,803","30,998","31,792","26,771","5,021",58,Waste,
ADVANCED DISPOSAL OAK RIDGE LANDFILL,1006979,1741 SULPHUR SPRING ROAD,38.556639,-90.527306,BALWIN,ST. LOUIS COUNTY,MO,63021,WASTE MANAGEMENT INC (100%),HH,"24,171","10,849","9,530","9,383","8,606","7,778","6,111","5,775","5,324","5,362","11,405","4,912","3,571","1,341","20,600",Waste,
ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,1001637,8290 HIGHWAY 251,42.14,-89.085,DAVIS JUNCTION,OGLE COUNTY,IL,61020,WASTE MANAGEMENT INC (100%),"C,HH","78,596","138,458","105,230","113,313","168,657","133,229","121,901","156,829","184,688","192,679","164,238","132,971","129,482","3,489","50,886",Waste,
ADVANCED DISPOSAL ROLLING HILLS LANDFILL INC,1001843,175 COUNTY ROAD 37 NE,45.2494,-93.87594,BUFFALO,WRIGHT COUNTY,MN,55313,GFL ENVIRONMENTAL USA INC (100%),,"14,213","10,355","8,371",0,0,0,0,0,0,0,0,0,0,0,0,Waste,
ADVANCED DISPOSAL SEVEN MILE CREEK LANDFILL LLC,1006964,8001 OLSON DR,44.837534,-91.367144,EAU CLAIRE,EAU CLAIRE COUNTY,WI,54703,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),"C,HH","54,683","50,851","44,907",0,0,0,0,0,0,0,0,0,0,0,0,Waste,
ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,1006963,1363 BEAR RD,39.822266,-89.043754,DECATUR,MACON COUNTY,IL,62522,WASTE MANAGEMENT INC (100%),"C,HH","53,378","42,937","46,214","43,911","28,857","43,783","49,066","34,028","29,270","33,002","42,380","38,047","29,067","8,981","24,311",Waste,
ADVANCED DISPOSAL ZION LANDFILL,1005985,701 GREEN BAY ROAD,42.483242,-87.873878,ZION,LAKE COUNTY,IL,60099,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),"C,HH","80,350","69,451","52,672",0,0,0,0,0,0,0,0,0,0,0,0,Waste,
ADVANSIX INC - CHESTERFIELD PLANT,1000627,4101 BERMUDA HUNDRED RD,37.336111,-77.2825,CHESTER,CHESTERFIELD COUNTY,VA,23836,ADVANSIX INC (100%),C,"40,022","40,863","45,319","46,015","49,418","58,711","58,554","54,837","60,337","57,750","59,229","60,014","60,212",199,"20,191",Other,
ADVANSIX INCORPORATED - HOPEWELL,1000630,905 EAST RANDOLPH ROAD,37.1815,-77.1621,HOPEWELL,HOPEWELL CITY,VA,23860,ADVANSIX INC (100%),"C,G,PP","999,354","1,151,345","1,115,671","1,054,913","974,277","958,522","1,040,591","995,690","1,241,380","1,181,516","1,206,918","1,163,958","1,227,774","63,817","228,420",Chemicals,
AEP Corporate SF6 Emissions,1003708,1 Riverside Plaza,39.588493,-81.682523,Columbus,WASHINGTON COUNTY,OH,43215,AMERICAN ELECTRIC POWER CO INC (94.6%); ELECTRIC TRANSMISSION TEXAS LLC (4.88%),DD,"123,781","88,827","134,433","124,825","148,364","464,030","197,282","128,219","411,887","303,708","172,514","161,516","191,571","30,056","67,790",Other,
AES - PUERTO RICO COGENERATION PLANT,1005310,"KM 142, RTE. #3 BO. JOBOS",17.945,-66.15027,GUAYAMA,GUAYAMA MUNICIPIO,PR,785,AES CORP (100%),C,"3,682,689","3,459,978","3,692,531","3,732,438","3,433,759","3,949,681","2,478,454","3,079,370","4,455,499","3,431,801","3,795,966","3,474,944","3,170,977","303,967","511,712",Power Plants,
AES Alamitos,1001444,690 N STUDEBAKER ROAD,33.7688,-118.1009,LONG BEACH,Los Angeles,CA,90803,AES CORP (100%),"C,D","693,852","949,254","895,174","841,012","684,932","599,959","591,937","686,655","531,900","823,900","1,512,394","1,762,449","1,519,042","243,408","825,189",Power Plants,
AES Beaver Valley LLC,1001222,394 FRANKFORT RD,40.6558,-80.3556,MONACA,Beaver,PA,15061,AES CORP (100%),,"1,180,662","1,256,797","146,903","119,152","27,740",0,0,0,0,0,0,0,0,0,0,Power Plants,
"AES Deepwater, Inc.",1000281,701 LIGHT COMPANY ROAD,29.7192,-95.2278,PASADENA,Harris,TX,77506,THE AES CORP (100%);,,0,"81,640","145,875",0,0,0,0,0,0,0,0,0,0,0,0,Power Plants,
AES HAWAII INC,1005972,91-086 KAOMI LP,21.306111,-158.108056,KAPOLEI,HONOLULU COUNTY,HI,96707,AES CORP (100%),,"1,681,827","1,824,246","1,686,962","1,767,528","1,643,793","1,930,488","1,473,806","1,287,782","1,309,102","1,186,454","1,068,811","642,019",0,0,0,Power Plants,
AES Huntington Beach,1001447,21730 NEWLAND ST,33.6436,-117.9788,HUNTINGTON BEACH,Orange,CA,92646,AES CORP (100%),"C,D","661,648","693,421","498,433","530,033","432,233","298,418","256,548","201,662","255,989","516,764","1,501,324","1,542,174","1,275,616","266,558","613,968",Power Plants,
AES Redondo Beach,1001450,1100 N HARBOR DRIVE,33.8504,-118.395,REDONDO BEACH,Los Angeles,CA,90277,AES CORP (100%),D,"314,013","409,497","223,222","177,465","318,387","213,419","352,462","194,695","171,793","239,844","192,627","197,812","268,950","71,138","45,064",Power Plants,
"AES SHADY POINT, LLC",1007781,3 MILES E. OF JUNCTION 31,35.192139,-94.647833,PANAMA,LE FLORE COUNTY,OK,74951,OGE ENERGY CORP (100%),D,"1,605,033","2,141,476",0,0,0,0,0,0,0,0,0,0,0,0,0,Power Plants,
AES Warrior Run,1001223,11600 MEXICO FARMS RD SE,39.5944,-78.7456,CUMBERLAND,Allegany,MD,21502,AES CORP (100%),"C,D,PP","1,487,365","1,408,065","1,482,156","1,367,443","1,324,825","1,091,103","1,233,626","1,212,774","1,226,185","1,117,383","1,411,841","1,406,085","781,434","624,651","705,930",Power Plants,
AFTON CHEMICAL CORP,1003853,501 MONSANTO AVE.,38.60055,-90.1729,SAUGET,ST. CLAIR COUNTY,IL,62201,NEWMARKET CORP (100%),C,"44,437","41,474","45,603","50,471","49,461","48,641","49,647","50,154","51,203","50,044","51,908","51,466","47,112","4,354","2,675",Petroleum and Natural Gas Systems,
AG Energy,1007551,21 Entrance Avenue,44.7258,-75.4417,Ogdensburg,ST. LAWRENCE COUNTY,NY,13669,AG ENERGY PARTNERS LP (100%),"C,D","10,525","9,060","9,405","9,324","9,454","8,417","8,104","8,596","8,453","7,330","6,779","6,188","5,752",436,"4,772",Power Plants,
AG PROCESSING INC,1002069,4739 380TH ST,43.10102,-94.65419,EMMETSBURG,PALO ALTO COUNTY,IA,50536,AG PROCESSING INC A COOPERATIVE (100%),C,0,0,0,0,"25,088","22,164","23,270","24,159","25,309","25,396","24,670","24,230","23,462",768,0,Other,
AG PROCESSING INC A COOP-MANNING,1002070,1000 300TH STREET,41.920794,-95.070791,MANNING,CARROLL COUNTY,IA,51455,AG PROCESSING INC A COOPERATIVE (100%),,0,"26,736","25,222","17,381","18,892","17,900","18,792","21,353","20,868","20,571","22,417",0,0,0,0,Other,
AG PROCESSING INC-EAGLE GROVE,1006054,500 NORTH COMMERCIAL AVENUE,42.669167,-93.904444,EAGLE GROVE,WRIGHT COUNTY,IA,50533,AG PROCESSING INC A COOPERATIVE (100%),C,"159,666","159,889","116,197","127,059","131,086","129,447","108,347","105,532","68,459","66,086","74,323","71,687","70,515","1,172","89,151",Other,
AG PROCESSING INC-SHELDON,1002408,804 2ND AVE,43.182248,-95.856177,SHELDON,O'BRIEN COUNTY,IA,51201,AG PROCESSING INC A COOPERATIVE (100%),C,0,0,0,0,0,"25,410","26,329","27,545","27,399","27,849","27,003","27,480","27,848",369,0,Other,
