Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0249,36,4,HR,Manufacturing,17,Remote,49,6,3,2,3,0,1,5,0,5,0,2,Africa
EMP0250,29,1,Project Manager,Manufacturing,18,Hybrid,20,6,5,1,0,1,0,4,2,2,1,1,Africa
EMP0251,38,3,Project Manager,Manufacturing,26,Hybrid,50,9,1,3,1,1,2,2,2,2,1,3,South America
EMP0252,32,2,Project Manager,Education,21,Hybrid,32,0,4,3,3,1,0,3,1,1,1,3,Oceania
EMP0253,43,4,Sales,IT,21,Hybrid,23,8,3,1,1,1,2,3,0,3,2,2,Oceania
EMP0254,46,4,HR,IT,25,Remote,22,13,3,2,1,0,2,3,1,3,1,2,Africa
EMP0255,42,4,Data Scientist,Education,4,Hybrid,33,11,5,2,2,1,1,2,0,2,2,3,Africa
EMP0256,27,2,Project Manager,Education,25,Hybrid,32,13,3,2,2,1,1,5,1,5,1,2,Oceania
EMP0257,54,4,Marketing,Retail,10,Onsite,51,0,1,2,1,0,2,2,1,2,2,2,Europe
EMP0258,43,2,Designer,Healthcare,34,Hybrid,49,11,3,2,2,0,1,3,2,3,0,1,Oceania
EMP0259,31,1,Data Scientist,Education,9,Remote,30,9,1,2,1,0,0,1,2,3,2,2,Oceania
EMP0260,53,3,Software Engineer,Education,11,Remote,25,9,2,2,2,1,2,2,0,5,1,2,Asia
EMP0261,57,3,Software Engineer,Manufacturing,3,Onsite,40,12,4,3,0,0,2,3,0,3,1,1,North America
EMP0262,50,3,Project Manager,Finance,20,Onsite,32,13,1,1,2,0,0,1,0,1,0,3,Asia
EMP0263,37,2,Sales,Education,18,Onsite,20,15,3,2,2,0,0,1,0,2,0,2,Africa
EMP0264,58,1,Project Manager,Retail,8,Hybrid,35,5,5,2,3,0,1,3,0,5,2,1,Asia
EMP0265,57,3,Sales,Manufacturing,32,Remote,49,2,1,2,1,0,0,4,2,5,0,2,Europe
EMP0266,50,4,Sales,Retail,21,Onsite,34,5,4,2,3,1,0,3,2,4,1,3,Europe
EMP0267,48,2,Project Manager,Manufacturing,33,Hybrid,58,13,3,2,2,0,1,3,2,5,0,2,South America
EMP0268,43,3,HR,Consulting,15,Onsite,26,4,4,2,1,0,1,5,1,3,0,2,South America
EMP0269,58,1,Marketing,Retail,12,Onsite,36,7,4,2,2,0,2,3,1,3,0,1,Europe
EMP0270,30,2,Designer,Education,32,Hybrid,48,3,4,3,3,1,2,5,0,4,2,2,Africa
EMP0271,44,3,HR,Finance,3,Onsite,57,5,4,3,1,1,2,5,2,5,1,3,South America
EMP0272,41,4,HR,Finance,28,Hybrid,32,8,2,2,3,1,0,3,2,2,2,1,Oceania
EMP0273,60,1,Marketing,Healthcare,17,Remote,55,7,4,2,2,1,1,1,1,4,0,1,Asia
EMP0274,58,3,Designer,Finance,35,Hybrid,28,3,3,3,3,0,1,3,0,2,0,3,Asia
EMP0275,60,4,Sales,Consulting,7,Onsite,53,10,2,1,3,0,1,2,2,3,1,1,Oceania
EMP0276,27,3,Designer,Finance,34,Onsite,36,10,4,1,3,1,0,4,2,4,2,3,Europe
EMP0277,38,1,Sales,Manufacturing,18,Remote,54,7,4,3,1,0,1,4,2,1,0,2,Asia
EMP0278,56,2,Marketing,Healthcare,8,Remote,33,8,3,1,2,0,2,4,0,5,0,1,Asia
EMP0279,31,2,Designer,Finance,19,Onsite,39,1,4,2,0,1,1,2,1,4,2,1,Africa
EMP0280,37,4,Software Engineer,Healthcare,25,Hybrid,33,11,1,2,1,0,0,4,2,5,0,3,North America
EMP0281,41,1,Software Engineer,Education,2,Hybrid,48,4,1,1,1,1,0,3,1,1,1,2,Asia
EMP0282,58,2,Designer,Education,10,Remote,60,7,5,2,3,0,0,3,2,3,2,2,Europe
EMP0283,49,2,Data Scientist,IT,35,Remote,24,1,1,2,0,0,1,5,0,4,0,3,Asia
EMP0284,23,3,Data Scientist,Healthcare,18,Remote,28,7,5,3,2,1,2,1,1,3,0,2,Asia
EMP0285,24,3,Project Manager,Manufacturing,12,Hybrid,20,14,2,1,3,0,1,2,0,2,2,1,Oceania
EMP0286,41,4,Project Manager,Finance,35,Onsite,28,14,4,2,1,1,1,1,1,1,1,3,Asia
EMP0287,32,1,HR,Consulting,23,Remote,48,12,4,2,0,0,2,5,1,2,0,3,Africa
EMP0288,47,4,Sales,Healthcare,10,Hybrid,51,5,2,3,0,1,1,3,0,1,0,3,Africa
EMP0289,23,3,Designer,IT,22,Hybrid,39,5,4,1,1,0,1,5,0,2,1,1,Africa
EMP0290,34,4,Marketing,Retail,14,Remote,25,2,4,2,1,0,0,1,0,2,0,1,North America
EMP0291,42,2,Sales,IT,32,Hybrid,53,12,1,3,0,0,1,4,2,3,1,2,Europe
EMP0292,42,4,HR,IT,10,Hybrid,44,13,4,3,2,1,1,4,0,1,0,2,Asia
EMP0293,33,1,Sales,Education,22,Hybrid,31,3,3,2,2,1,2,4,0,3,1,1,Africa
EMP0294,40,2,Designer,Healthcare,3,Onsite,58,2,5,1,3,1,1,3,2,3,1,2,Asia
EMP0295,27,2,Marketing,Healthcare,33,Hybrid,26,5,4,1,3,0,1,5,1,4,1,2,Europe
EMP0296,39,4,Data Scientist,Consulting,33,Hybrid,20,4,3,1,0,1,1,2,2,3,0,3,North America
EMP0297,42,1,Marketing,IT,11,Hybrid,28,14,3,1,0,0,0,1,2,2,0,1,Europe
EMP0298,22,3,Sales,Healthcare,7,Remote,35,14,5,2,2,0,0,5,0,5,0,2,Asia
EMP0299,45,1,Marketing,Finance,9,Remote,30,14,2,1,0,0,1,4,0,2,0,3,North America
EMP0300,47,1,Data Scientist,Finance,6,Hybrid,28,0,1,1,0,0,1,3,2,2,0,1,Oceania
EMP0301,24,3,Designer,Retail,16,Remote,21,4,3,2,1,1,1,5,0,3,2,2,Oceania
EMP0302,48,3,HR,IT,2,Remote,56,13,2,2,3,1,1,4,1,5,2,1,Europe
EMP0303,60,3,Software Engineer,Retail,13,Hybrid,25,10,3,3,2,0,2,3,2,2,0,3,Africa
EMP0304,41,3,Software Engineer,Education,20,Remote,21,0,1,3,0,1,0,2,0,2,1,2,South America
EMP0305,49,4,Project Manager,Retail,17,Remote,50,2,4,2,2,1,1,5,2,5,2,2,Africa
EMP0306,27,4,Data Scientist,Finance,16,Onsite,50,3,5,3,2,1,0,2,1,5,1,3,Europe
EMP0307,35,4,Marketing,Manufacturing,14,Hybrid,27,10,2,1,3,1,1,4,1,5,0,2,Asia
EMP0308,23,2,Software Engineer,Consulting,3,Onsite,31,14,4,2,3,1,2,1,2,2,1,2,North America
EMP0309,24,4,Designer,Finance,27,Hybrid,45,11,3,1,1,1,2,3,2,4,2,3,Africa
EMP0310,41,3,Sales,Education,25,Remote,23,8,2,2,0,1,0,2,2,2,2,1,Africa
EMP0311,41,4,Designer,IT,32,Onsite,42,14,3,1,0,1,0,3,0,1,1,3,Asia
EMP0312,43,1,Data Scientist,Finance,16,Onsite,37,8,1,2,0,0,1,2,0,4,1,3,Oceania
EMP0313,30,3,Sales,IT,15,Onsite,40,7,5,1,1,1,2,2,0,1,2,3,South America
EMP0314,44,2,HR,Retail,26,Onsite,23,1,3,3,3,1,1,2,2,5,1,3,Africa
EMP0315,50,2,Marketing,Education,22,Remote,20,3,3,2,2,1,1,1,2,4,0,1,North America
EMP0316,48,3,Designer,Manufacturing,16,Remote,51,8,5,2,1,0,2,2,0,5,1,1,Asia
EMP0317,45,2,Marketing,IT,2,Onsite,46,1,2,1,3,1,1,3,0,1,2,3,Asia
EMP0318,60,2,HR,Education,6,Remote,37,7,2,2,1,1,2,1,1,2,1,1,Europe
EMP0319,51,4,Project Manager,Education,6,Onsite,42,4,2,1,2,0,0,1,2,5,0,2,Africa
EMP0320,48,4,HR,Retail,4,Hybrid,53,15,4,1,0,1,0,1,0,2,1,3,Europe
EMP0321,43,1,Marketing,Consulting,25,Hybrid,26,0,2,1,2,1,2,4,0,3,2,1,Africa
EMP0322,23,4,Marketing,Education,31,Onsite,48,9,3,2,0,0,2,3,1,5,0,3,South America
EMP0323,32,2,Marketing,Education,1,Onsite,58,0,3,1,1,1,1,4,0,5,0,1,Asia
EMP0324,44,3,HR,Consulting,29,Hybrid,52,7,1,2,2,1,2,1,1,2,2,1,Asia
EMP0325,36,1,Marketing,Finance,4,Hybrid,52,13,4,3,1,0,1,3,1,1,0,3,Oceania
EMP0326,50,2,Designer,Manufacturing,2,Onsite,49,7,2,1,0,1,1,1,2,3,2,1,Oceania
EMP0327,54,3,Marketing,Consulting,19,Hybrid,55,4,2,3,1,0,2,5,2,4,1,1,North America
EMP0328,54,2,Designer,Healthcare,13,Remote,33,0,2,3,3,1,2,4,2,3,1,2,Oceania
EMP0329,33,4,HR,Healthcare,2,Onsite,24,12,1,3,3,1,2,1,0,4,2,1,South America
EMP0330,47,4,Sales,Consulting,31,Onsite,21,15,5,1,3,1,2,3,1,5,0,2,North America
EMP0331,25,4,Software Engineer,Education,28,Remote,55,12,5,1,3,0,2,3,2,3,0,3,Africa
EMP0332,38,2,Sales,Education,25,Remote,44,10,5,2,3,1,1,1,2,5,2,2,Europe
EMP0333,31,1,Software Engineer,Manufacturing,21,Onsite,24,7,4,2,0,1,1,5,0,4,0,3,Asia
EMP0334,58,2,Marketing,IT,11,Onsite,25,6,2,3,1,0,2,5,1,4,2,1,Oceania
EMP0335,28,4,Designer,Education,16,Hybrid,40,0,4,3,2,1,2,2,2,3,2,3,Africa
EMP0336,54,4,Sales,IT,32,Hybrid,59,3,2,1,1,1,2,2,2,1,1,1,Asia
EMP0337,60,1,Software Engineer,IT,31,Onsite,22,9,4,3,2,1,1,1,1,2,2,1,South America
EMP0338,38,3,Designer,Consulting,4,Hybrid,47,15,5,2,0,0,2,2,0,2,2,1,North America
EMP0339,31,1,Sales,Finance,32,Hybrid,31,15,2,1,3,0,1,1,1,1,0,3,Europe
EMP0340,42,3,Designer,IT,2,Onsite,41,5,5,3,0,0,0,1,0,5,1,1,South America
EMP0341,52,1,Data Scientist,Manufacturing,18,Remote,52,0,1,3,2,1,0,2,1,2,0,3,North America
EMP0342,41,1,HR,Finance,6,Hybrid,48,0,2,1,2,1,1,5,2,4,0,3,Asia
EMP0343,44,2,Project Manager,Finance,20,Onsite,41,14,5,2,3,1,2,1,1,3,0,1,North America
EMP0344,42,1,Data Scientist,Finance,15,Remote,21,7,3,3,2,1,0,4,2,5,0,2,South America
EMP0345,53,2,Software Engineer,Healthcare,3,Hybrid,49,15,2,1,2,0,1,2,2,4,2,1,Africa
EMP0346,52,1,Software Engineer,Education,29,Remote,32,7,4,3,3,0,1,3,1,5,0,3,North America
EMP0347,23,3,Marketing,Education,12,Remote,40,12,1,2,0,1,0,1,1,3,2,2,Africa
EMP0348,24,1,Sales,Finance,23,Onsite,22,10,4,3,2,1,0,3,1,3,1,2,Africa
EMP0349,41,4,Project Manager,Consulting,34,Hybrid,44,9,3,1,0,1,1,2,0,5,1,3,Asia
EMP0350,60,4,HR,Manufacturing,16,Onsite,41,15,1,2,0,1,1,4,1,4,1,3,Africa
EMP0351,25,4,Designer,Manufacturing,6,Remote,37,11,1,3,2,1,1,3,1,2,1,2,South America
EMP0352,55,4,HR,Healthcare,18,Onsite,54,12,3,2,1,0,2,2,0,3,0,2,North America
EMP0353,33,3,Software Engineer,Retail,3,Onsite,31,3,1,1,3,0,1,2,2,2,0,3,South America
EMP0354,43,4,Data Scientist,Consulting,14,Hybrid,53,13,2,2,3,1,1,5,1,5,1,2,Africa
EMP0355,59,2,Project Manager,Education,20,Remote,23,13,5,2,1,1,2,4,2,3,2,2,Africa
EMP0356,48,2,Sales,Healthcare,2,Remote,58,3,1,1,3,1,2,2,2,2,0,3,South America
EMP0357,31,3,HR,Finance,9,Remote,26,7,1,1,0,0,2,2,0,2,2,3,Asia
EMP0358,28,2,Designer,Manufacturing,23,Remote,46,7,3,2,0,1,1,4,1,3,2,1,Asia
EMP0359,49,2,Sales,Manufacturing,6,Remote,20,7,3,2,1,0,2,4,0,4,1,2,South America
EMP0360,56,4,HR,Finance,13,Hybrid,56,0,2,2,3,1,1,4,2,2,2,3,Europe
EMP0361,56,3,Sales,Retail,30,Onsite,28,15,1,2,2,0,2,1,2,5,2,1,Asia
EMP0362,51,1,Sales,Consulting,10,Hybrid,39,2,1,2,0,1,2,5,2,5,0,2,Europe
EMP0363,38,3,Designer,Manufacturing,11,Onsite,22,10,4,2,0,1,2,1,2,4,0,2,South America
EMP0364,40,2,Project Manager,IT,9,Onsite,32,4,3,3,1,1,0,2,1,2,1,3,South America
EMP0365,56,3,Project Manager,Consulting,23,Hybrid,28,9,1,1,0,0,0,2,0,2,2,1,Africa
EMP0366,33,3,Sales,IT,12,Hybrid,22,6,4,2,0,0,1,2,0,2,1,1,South America
EMP0367,45,2,Marketing,Manufacturing,28,Onsite,53,2,5,2,3,0,2,3,0,2,0,1,Europe
EMP0368,55,3,Sales,IT,32,Hybrid,33,11,2,2,1,0,1,2,0,1,2,3,Europe
EMP0369,39,1,Data Scientist,Manufacturing,33,Remote,34,5,1,3,2,1,0,4,2,2,2,3,South America
EMP0370,58,3,Software Engineer,Education,2,Remote,50,0,4,1,2,0,0,1,0,5,2,3,Africa
EMP0371,41,3,Data Scientist,Healthcare,33,Onsite,28,1,1,2,0,1,1,1,2,5,0,2,Oceania
EMP0372,57,4,Marketing,Healthcare,16,Onsite,51,7,4,2,0,0,2,2,1,4,1,3,Europe
EMP0373,31,1,Software Engineer,Education,12,Remote,35,0,5,3,3,0,0,5,0,4,0,3,Africa
EMP0374,34,4,Sales,Healthcare,25,Remote,39,8,3,2,0,1,2,2,1,2,1,2,Oceania
EMP0375,39,4,Software Engineer,Healthcare,8,Hybrid,58,14,1,3,0,1,2,1,1,3,2,1,Oceania
EMP0376,29,3,Designer,IT,26,Hybrid,34,3,3,1,1,0,1,2,0,2,2,3,Oceania
EMP0377,31,4,Designer,IT,7,Hybrid,48,4,1,2,0,0,1,2,0,4,0,1,South America
EMP0378,30,1,Designer,Healthcare,2,Remote,52,0,5,3,2,0,0,3,1,5,2,3,Europe
EMP0379,53,4,Designer,Healthcare,35,Remote,59,8,5,3,0,1,2,3,0,1,2,3,Africa
EMP0380,27,2,Marketing,Consulting,15,Remote,32,14,2,3,2,0,1,5,0,1,0,1,Oceania
EMP0381,39,2,Designer,Education,28,Remote,41,4,3,2,0,1,2,4,1,2,2,2,Africa
EMP0382,59,2,Project Manager,Education,18,Remote,34,14,2,2,1,0,0,5,0,4,1,1,South America
EMP0383,58,3,HR,Consulting,10,Hybrid,41,8,3,1,2,0,1,2,0,2,2,2,North America
EMP0384,28,4,Sales,Education,5,Remote,55,9,3,2,1,1,0,1,2,4,0,1,Europe
EMP0385,56,2,Designer,IT,27,Remote,50,8,2,3,2,1,2,1,0,4,0,1,Asia
EMP0386,31,3,Project Manager,Healthcare,4,Remote,25,9,1,3,1,0,2,5,1,2,1,2,Oceania
EMP0387,28,1,Sales,Consulting,32,Onsite,21,12,3,2,3,1,0,1,0,5,0,2,Africa
EMP0388,46,1,Sales,Finance,20,Hybrid,44,11,5,3,3,0,1,4,0,3,2,1,Africa
EMP0389,32,1,Sales,Consulting,18,Remote,28,0,5,3,3,1,0,2,0,3,1,3,South America
EMP0390,37,2,Software Engineer,Retail,31,Onsite,54,8,5,2,2,0,0,3,2,1,1,1,Europe
EMP0391,50,4,Project Manager,Consulting,9,Hybrid,55,12,3,2,2,0,1,1,2,3,0,2,North America
EMP0392,55,1,Marketing,Retail,29,Remote,26,10,5,2,0,0,2,5,1,1,1,3,South America
EMP0393,45,1,HR,Retail,17,Onsite,41,7,5,1,3,0,0,4,0,4,2,2,Africa
EMP0394,50,1,Sales,Healthcare,31,Onsite,50,4,4,1,1,1,0,4,2,5,0,1,North America
EMP0395,43,4,Project Manager,Finance,3,Hybrid,55,12,2,2,1,1,0,3,0,5,1,2,Oceania
EMP0396,39,3,Marketing,Healthcare,20,Hybrid,22,2,3,2,1,0,2,4,2,5,1,3,Africa
EMP0397,30,1,Data Scientist,Consulting,9,Hybrid,33,11,5,1,2,0,0,4,1,1,2,2,Europe
EMP0398,36,2,Project Manager,Retail,4,Hybrid,21,4,1,3,2,0,2,3,0,1,0,1,Europe
EMP0399,58,4,Designer,Manufacturing,17,Hybrid,28,13,2,2,2,0,0,2,0,5,2,3,Europe
EMP0400,53,4,Data Scientist,Healthcare,34,Remote,22,6,5,3,0,1,1,1,2,3,1,3,Africa
EMP0401,56,3,HR,IT,13,Remote,58,14,4,3,1,1,0,4,0,2,2,1,Asia
EMP0402,57,2,Project Manager,Consulting,19,Remote,39,0,4,1,1,0,1,1,2,1,2,2,South America
EMP0403,58,2,Data Scientist,Finance,8,Onsite,35,15,2,1,1,0,1,2,0,2,1,1,Africa
EMP0404,57,1,Designer,Healthcare,22,Hybrid,56,3,3,3,2,1,2,3,1,1,1,1,Europe
EMP0405,46,3,Data Scientist,Consulting,14,Remote,29,13,4,2,1,0,2,2,1,1,2,2,Asia
EMP0406,42,1,HR,Manufacturing,33,Hybrid,24,0,4,3,0,0,0,2,0,1,0,3,Europe
EMP0407,24,4,Project Manager,Healthcare,30,Onsite,60,4,3,3,0,1,1,3,2,3,0,2,South America
EMP0408,53,1,HR,Retail,10,Remote,31,9,4,1,2,0,1,2,2,1,2,1,Oceania
EMP0409,24,1,Data Scientist,Finance,35,Remote,50,10,1,1,0,0,1,5,2,5,1,1,North America
EMP0410,30,3,Project Manager,Consulting,20,Remote,27,14,2,2,2,0,0,3,1,3,1,3,South America
EMP0411,22,4,Software Engineer,Healthcare,6,Remote,43,3,2,2,0,0,0,4,1,4,2,3,Europe
EMP0412,28,3,Designer,Retail,22,Hybrid,30,3,5,2,1,1,1,5,1,2,2,3,South America
EMP0413,52,3,Sales,Education,25,Onsite,26,15,1,2,2,1,0,2,0,3,0,2,Europe
EMP0414,47,4,Project Manager,Manufacturing,21,Onsite,47,7,1,2,1,0,1,3,2,1,1,2,South America
EMP0415,30,2,Data Scientist,Manufacturing,14,Onsite,56,14,3,2,2,0,2,4,2,5,2,1,Oceania
EMP0416,52,1,Sales,Healthcare,26,Hybrid,30,15,4,1,3,0,1,4,2,5,0,1,North America
EMP0417,25,4,Sales,Healthcare,9,Hybrid,26,12,4,3,3,0,0,2,1,3,2,3,Asia
EMP0418,50,3,HR,Consulting,22,Onsite,47,10,2,2,2,0,2,2,1,5,2,1,Oceania
EMP0419,60,1,HR,Education,34,Remote,38,7,4,3,3,0,0,4,0,4,1,3,Asia
EMP0420,48,1,Marketing,IT,30,Hybrid,49,0,2,2,1,1,0,2,0,1,2,1,Africa
EMP0421,28,2,HR,IT,32,Remote,49,0,1,2,2,1,1,4,2,2,1,1,Asia
EMP0422,23,4,Marketing,Finance,5,Remote,37,11,1,2,0,1,2,3,2,3,0,3,Oceania
EMP0423,26,2,Project Manager,Education,21,Hybrid,24,13,2,3,0,0,1,2,1,4,0,2,Europe
EMP0424,27,1,Marketing,Consulting,32,Hybrid,53,0,5,2,3,1,2,1,0,1,2,1,North America
EMP0425,52,3,Sales,Finance,30,Remote,33,14,2,2,1,1,2,2,0,5,1,3,Asia
EMP0426,32,4,Software Engineer,Consulting,28,Onsite,41,13,1,2,3,1,1,1,0,1,2,2,Asia
EMP0427,23,4,Sales,Finance,4,Remote,31,15,2,1,2,1,2,2,0,3,1,2,Europe
EMP0428,41,4,Sales,IT,19,Onsite,29,4,4,1,1,1,0,1,2,5,0,2,Oceania
EMP0429,33,1,Project Manager,IT,25,Hybrid,33,7,1,3,1,1,0,3,0,1,2,2,North America
EMP0430,37,3,Sales,Consulting,9,Remote,58,8,5,3,1,1,2,5,2,5,2,1,Europe
EMP0431,33,2,Project Manager,Consulting,10,Hybrid,42,12,3,3,0,1,2,2,1,2,0,2,Oceania
EMP0432,28,3,Marketing,Finance,26,Hybrid,23,15,3,3,3,0,0,1,1,1,2,1,North America
EMP0433,57,3,Project Manager,Consulting,26,Hybrid,28,4,5,3,2,1,1,1,0,2,1,1,South America
EMP0434,45,1,Designer,Finance,11,Hybrid,41,10,2,1,2,0,1,3,0,1,0,1,Oceania
EMP0435,50,1,Data Scientist,Consulting,25,Onsite,33,9,5,3,1,1,1,3,2,2,2,1,Oceania
EMP0436,53,3,Marketing,Healthcare,3,Hybrid,46,13,2,2,0,1,0,3,2,3,2,3,Oceania
EMP0437,58,4,HR,Healthcare,29,Remote,25,9,4,3,3,0,2,2,1,1,1,3,Europe
EMP0438,48,4,Project Manager,Education,7,Onsite,55,1,2,2,3,1,1,5,0,1,1,3,Asia
EMP0439,42,4,Sales,Manufacturing,28,Onsite,53,4,4,3,2,1,2,2,2,3,2,2,Europe
EMP0440,22,3,Software Engineer,Retail,7,Onsite,47,10,1,2,2,0,1,3,0,1,0,2,Asia
EMP0441,23,1,Data Scientist,Retail,34,Hybrid,35,14,2,1,3,0,1,2,2,4,2,3,South America
EMP0442,59,4,HR,Finance,3,Hybrid,39,8,4,1,3,1,0,1,0,5,1,1,North America
EMP0443,50,3,Designer,Consulting,24,Hybrid,34,12,1,3,3,1,1,4,1,5,0,2,Oceania
EMP0444,27,1,HR,Retail,7,Hybrid,27,9,5,3,2,0,2,5,1,1,1,1,Oceania
EMP0445,25,4,Software Engineer,Retail,18,Remote,22,4,3,1,1,0,2,1,0,4,0,1,Africa
EMP0446,52,2,Designer,Healthcare,33,Onsite,48,1,2,1,3,1,0,3,1,1,2,3,Africa
EMP0447,37,3,Sales,Healthcare,28,Remote,52,3,5,1,2,0,2,1,1,3,2,1,North America
EMP0448,22,3,Project Manager,Retail,2,Onsite,40,5,3,2,2,0,2,4,2,2,1,1,South America
EMP0449,51,2,HR,Finance,22,Hybrid,41,7,1,1,2,0,1,4,1,5,0,2,Asia
EMP0450,57,2,Project Manager,IT,8,Hybrid,56,15,1,3,2,1,1,1,1,4,0,1,Europe
EMP0451,58,4,Data Scientist,Manufacturing,32,Onsite,57,9,5,1,1,1,0,4,2,5,1,3,North America
EMP0452,32,4,Data Scientist,Finance,21,Remote,36,5,3,3,1,0,0,4,2,5,2,3,Oceania
EMP0453,41,1,Data Scientist,Finance,15,Hybrid,32,5,4,1,2,1,2,4,1,1,2,2,Oceania
EMP0454,36,1,Marketing,Education,10,Remote,32,7,4,2,0,0,1,5,1,3,1,3,Asia
EMP0455,51,3,Data Scientist,Manufacturing,2,Remote,58,14,3,1,3,0,1,4,2,4,0,2,Asia
EMP0456,60,1,Sales,Retail,10,Remote,59,15,4,1,0,0,2,4,2,1,2,1,South America
EMP0457,34,1,HR,Healthcare,28,Onsite,22,3,3,2,0,1,0,2,0,5,1,1,Africa
EMP0458,33,1,Sales,Manufacturing,27,Remote,49,10,2,2,1,1,0,2,1,3,0,2,Oceania
EMP0459,53,4,Marketing,Consulting,1,Onsite,42,14,3,3,3,0,0,1,2,3,2,1,Asia
EMP0460,53,1,Sales,Retail,7,Onsite,20,5,5,1,3,1,2,2,1,3,0,2,Africa
EMP0461,40,1,Project Manager,IT,12,Remote,22,5,2,2,2,0,1,2,2,2,0,1,Europe
EMP0462,36,3,Designer,Manufacturing,28,Hybrid,48,1,5,2,2,0,1,2,0,2,0,3,Europe
EMP0463,54,4,Designer,Healthcare,27,Remote,20,1,1,3,2,0,1,1,2,3,0,2,Europe
EMP0464,41,4,HR,IT,19,Hybrid,24,8,3,1,3,0,0,3,2,5,2,1,North America
EMP0465,55,1,Sales,Consulting,15,Hybrid,22,9,4,3,1,1,0,1,1,2,0,1,Europe
EMP0466,34,4,Marketing,Finance,19,Onsite,58,4,1,3,0,0,1,5,1,2,0,2,Europe
EMP0467,43,4,Project Manager,IT,17,Hybrid,58,2,2,2,1,1,2,2,0,2,0,2,Europe
EMP0468,37,3,Project Manager,IT,26,Hybrid,27,9,1,2,1,1,1,5,2,1,1,1,Oceania
EMP0469,37,4,HR,Education,14,Hybrid,40,13,1,1,2,1,1,4,2,1,1,2,Asia
EMP0470,57,1,Sales,Finance,1,Hybrid,24,14,4,1,3,1,0,1,1,3,2,1,Africa
EMP0471,33,1,Sales,IT,26,Onsite,43,7,2,1,3,0,0,1,0,2,2,3,Europe
EMP0472,51,1,HR,Manufacturing,14,Remote,50,9,2,3,0,0,1,3,0,2,2,2,Africa
EMP0473,50,2,Designer,Manufacturing,17,Remote,30,14,3,2,0,1,1,5,2,1,1,2,Europe
EMP0474,35,1,Sales,Consulting,26,Hybrid,35,15,2,2,3,0,1,1,1,2,0,1,Asia
EMP0475,40,3,Marketing,Education,33,Remote,37,13,2,1,3,1,2,4,2,5,0,1,Africa
EMP0476,53,3,Project Manager,Retail,7,Onsite,51,9,3,1,3,1,0,3,2,5,1,1,South America
EMP0477,32,2,Marketing,Manufacturing,5,Onsite,54,11,2,1,1,0,2,4,1,4,2,2,Africa
EMP0478,56,1,Designer,Retail,25,Remote,58,15,4,3,2,0,1,3,2,2,0,3,Africa
EMP0479,55,1,Sales,Finance,3,Onsite,36,1,1,1,3,1,1,2,1,5,0,3,South America
EMP0480,49,3,Project Manager,Retail,2,Onsite,53,10,4,1,2,1,0,1,1,1,1,1,Africa
EMP0481,23,1,Software Engineer,Retail,13,Hybrid,56,12,2,3,2,0,1,3,0,5,2,2,North America
EMP0482,38,2,Sales,Retail,8,Hybrid,27,4,2,2,1,1,1,3,1,1,1,1,Africa
EMP0483,23,2,Marketing,Education,16,Remote,20,11,3,2,2,1,1,2,0,3,1,1,Africa
EMP0484,29,1,Project Manager,Education,21,Remote,25,14,2,1,2,0,2,1,2,3,1,2,Africa
EMP0485,24,1,Data Scientist,Consulting,20,Remote,33,14,1,1,1,0,2,1,2,5,0,2,Europe
EMP0486,58,2,Software Engineer,Finance,12,Onsite,35,5,5,1,2,0,0,2,0,2,1,1,South America
EMP0487,42,2,Project Manager,Manufacturing,1,Hybrid,34,4,1,1,1,0,2,5,0,4,1,3,Africa
EMP0488,42,2,Designer,Healthcare,32,Onsite,21,5,1,1,1,0,0,1,0,4,0,1,South America
EMP0489,39,3,Sales,Healthcare,22,Remote,21,2,3,1,2,1,2,4,1,1,2,1,Asia
EMP0490,45,2,Designer,Healthcare,23,Onsite,29,8,5,2,3,1,2,2,1,3,0,3,Oceania
EMP0491,53,3,Project Manager,IT,27,Onsite,33,5,2,3,0,0,0,4,2,5,0,3,Oceania
EMP0492,43,4,Sales,Finance,10,Hybrid,42,11,4,3,0,1,2,2,0,3,1,1,North America
EMP0493,24,4,Designer,Education,23,Onsite,38,7,1,2,1,1,0,2,0,3,1,2,South America
EMP0494,44,2,Marketing,Finance,24,Remote,40,4,1,3,2,1,1,2,1,5,0,2,Europe
EMP0495,39,4,Software Engineer,Education,16,Remote,24,4,4,2,1,0,1,5,0,5,2,3,North America
EMP0496,40,4,HR,Retail,19,Hybrid,28,4,2,1,0,1,0,1,0,2,0,2,Europe
EMP0497,41,3,Designer,Education,14,Hybrid,57,7,4,2,1,1,0,2,1,3,1,3,North America
EMP0498,23,2,Data Scientist,Finance,23,Remote,41,13,4,1,2,1,0,2,0,2,2,3,North America
EMP0499,53,1,Software Engineer,Retail,14,Onsite,40,13,4,1,2,0,2,5,1,5,2,1,North America
EMP0500,52,3,Project Manager,Retail,10,Onsite,47,3,3,2,3,1,1,2,0,3,2,2,Asia
EMP0501,58,1,Data Scientist,Consulting,7,Onsite,53,2,5,1,2,0,1,4,1,1,0,3,Europe
